island,site,date_coll,time_coll,date_set,time_set,crew,trap,pitfall_condition,sticky_condition,grass,forbs,open,rock,shrubs,dead,moss,other,dist_to_wall,avg_veg_height,comments
Naxos,MALYKO,NA,NA,NA,NA,NA,4,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,MALYKO,NA,NA,NA,NA,NA,5,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,MALYKO,NA,NA,NA,NA,NA,6,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,MALYKO,NA,NA,NA,NA,NA,7,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,MALYKO,NA,NA,NA,NA,NA,8,LOST,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,MALYKO,NA,NA,NA,NA,NA,9,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,MALYKO,NA,NA,NA,NA,NA,10,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,MALYKO,NA,NA,NA,NA,NA,11,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,MALYKO,NA,NA,NA,NA,NA,12,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No veg survey conducted
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,1,GOOD,GOOD,0,1,59,0,0,0,0,40,NA,1,other=tree
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,2,GOOD,GOOD,0,0,80,0,20,0,0,0,NA,0.1,
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,3,GOOD,GOOD,0,0,95,0,5,0,0,0,NA,0.1,
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,4,GOOD,GOOD,0,0,100,0,0,0,0,0,NA,0,
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,5,GOOD,GOOD,0,0,100,0,0,0,0,0,NA,0,
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,6,GOOD,GOOD,0,0,99,0,0,0,0,1,NA,0.06,other=tree
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,7,GOOD,GOOD,0,0,60,0,40,0,0,0,NA,0.06,live Mediodactylus in trap (released)
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,8,GOOD,GOOD,0,0,45,0,55,0,0,0,NA,0.2,
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,9,GOOD,GOOD,0,0,45,0,55,0,0,0,NA,0.05,
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,10,GOOD,GOOD,0,0,75,0,25,0,0,0,NA,0.04,
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,11,GOOD,GOOD,0,0,10,0,90,0,0,0,NA,0.05,
Naxos,NALYKO,02-06-14,18:15,01-06-14,9:00,AM; KB,12,GOOD,GOOD,0,0,100,0,0,0,0,0,NA,0,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",1,GOOD,LOST,3,30,62,0,5,0,0,0,10,0.2,Sticky trap blown away (not recovered)
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",2,GOOD,FLAW,2,10,88,0,0,0,0,0,20,0.5,Sticky trap ripped by wind
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",3,GOOD,GOOD,0,15,60,0,25,0,0,0,45,0.25,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",4,GOOD,GOOD,0,5,78,2,15,0,0,0,45,0.2,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",5,GOOD,GOOD,2,25,68,0,5,0,0,0,20,0.2,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",6,GOOD,GOOD,0,15,60,0,25,0,0,0,60,0.3,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",7,GOOD,GOOD,0,5,70,0,0,25,0,0,15,0.2,Other=dead
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",8,GOOD,GOOD,3,5,47,0,45,0,0,0,30,0.3,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",9,GOOD,GOOD,0,1,5,0,94,0,0,0,65,0.25,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",10,GOOD,GOOD,0,15,10,0,75,0,0,0,15,0.3,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",11,GOOD,GOOD,5,5,60,0,30,0,0,0,30,0.35,
Naxos,RACHI,21-05-14,19:00,20-05-14,9:00,"KC, ZM",12,FLAW,GOOD,1,7,72,0,20,0,0,0,60,0.2,P. erhardii in pitfall trap
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",1,GOOD,GOOD,2,15,68,0,15,0,0,0,3,0.2,P. erhardii in pitfall trap
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",2,GOOD,GOOD,5,10,55,0,30,0,0,0,4,0.2,
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",3,GOOD,GOOD,25,15,15,0,10,0,35,0,4,0.15,Other=moss
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",4,GOOD,GOOD,2,25,40,0,20,0,13,0,0.5,0.25,Other=moss
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",5,GOOD,GOOD,1,20,39,0,35,0,5,0,1,0.5,Other=moss
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",6,GOOD,GOOD,2,2,56,0,40,0,0,0,1,0.25,
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",7,GOOD,GOOD,0,20,5,25,50,0,0,0,0.25,0.4,
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",8,GOOD,GOOD,15,5,63,15,2,0,0,0,0.5,0.25,
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",9,GOOD,GOOD,50,15,30,0,5,0,0,0,0.5,0.1,Other=dead
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",10,GOOD,GOOD,5,5,55,0,35,0,0,0,15,0.15,Other=moss
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",11,GOOD,GOOD,5,25,5,0,0,0,0,65,15,0.2,
Naxos,SAGRI,22-05-14,19:10,21-05-14,9:00,"ZM, AM",12,GOOD,GOOD,1,10,0,0,30,0,0,59,10,0.2,
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,1,GOOD,GOOD,2,3,65,30,0,0,0,0,0,0.2,
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,2,GOOD,GOOD,3,2,75,10,0,0,10,0,0,0.2,
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,3,GOOD,GOOD,2,1,97,0,0,0,0,0,1.5,0.1,under olive tree
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,4,GOOD,GOOD,2,8,50,40,0,0,0,0,0,0.25,
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,5,GOOD,GOOD,15,25,40,15,0,0,0,5,0,0.3,under small fig tree
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,6,GOOD,GOOD,10,5,85,0,0,0,0,0,3.5,0.25,live Podarcis in trap; released
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,7,GOOD,GOOD,2,3,65,30,0,0,0,0,0,0.25,
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,8,GOOD,GOOD,10,30,25,35,0,0,0,0,0,0.35,barely alive Podarcis in trap; died soon thereafter
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,9,GOOD,GOOD,3,2,50,45,0,0,0,0,0,0.3,
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,10,GOOD,GOOD,3,32,60,0,0,5,0,0,2,0.15,
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,11,GOOD,GOOD,5,0,65,0,30,0,0,0,0,0.4,
Naxos,SMONI,23-05-14,19:40,22-05-14,9:00,AM,12,GOOD,GOOD,30,10,60,0,0,0,0,0,2,0.4,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",1,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO VEG SURVEY DATA
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",2,GOOD,GOOD,1,5,74,10,10,0,0,0,55,0.1,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",3,GOOD,GOOD,5,15,73,2,5,0,0,0,40,0.3,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",4,GOOD,GOOD,4,16,75,0,5,0,0,0,35,0.2,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",5,GOOD,GOOD,5,1,60,30,4,0,0,0,50,0.2,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",6,GOOD,GOOD,3,10,83,0,4,0,0,0,65,0.1,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",7,GOOD,GOOD,3,7,70,10,10,0,0,0,75,0.1,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",8,GOOD,GOOD,2,10,48,10,30,0,0,0,60,0.3,P. erhardii in pitfall trap
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",9,GOOD,GOOD,0,30,63,5,2,0,0,0,40,0.1,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",10,GOOD,GOOD,0,35,35,20,10,0,0,0,75,0.1,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",11,GOOD,GOOD,0,15,70,10,5,0,0,0,60,0.15,
Naxos,VIGLA,18-05-14,18:30,17-05-14,8:45,"KC, AM",12,GOOD,GOOD,0,30,50,0,15,0,0,5,45,0.15,
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,1,GOOD,GOOD,30,20,50,0,0,0,0,0,5,0.1,No rock on pitfall; under olive tree
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,2,GOOD,FLAW,40,20,40,0,0,0,0,0,4,0.05,Sticky Trap fallen
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,3,GOOD,GOOD,5,5,60,30,0,0,0,0,0,0.05,
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,4,GOOD,GOOD,1,5,79,15,0,0,0,0,0,0.1,
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,5,FLAW,GOOD,2,5,88,5,0,0,0,0,0,0.1,Antifreeze dried up?
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,6,GOOD,GOOD,10,5,60,5,0,0,20,0,0,0.1,other=moss; dead Podarcis
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,7,GOOD,FLAW,20,40,40,0,0,0,0,0,3,0.1,Sticky Trap fallen
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,8,GOOD,FLAW,40,20,40,0,0,0,0,0,2.5,0.15,Sticky Trap fallen; under olive tree
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,9,GOOD,GOOD,1,10,79,10,0,0,0,0,0,0.05,
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,10,FLAW,FLAW,5,5,75,15,0,0,0,0,0,0.05,sticky trap fallen; rock moved to completely cover pitfall
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,11,GOOD,FLAW,1,5,89,0,0,5,0,0,0,0.1,other=dead; sticky trap fallen
Naxos,WMONI,24-05-14,19:30,23-05-14,9:00,KC,12,GOOD,FLAW,2,5,83,5,0,0,5,0,0,0.4,other=moss; sticky trap found 2m from original location; rock on pitfall moved; dead Podarcis in pitfall
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,1,GOOD,GOOD,0,0,70,0,20,10,0,0,NA,0.2,other=dead
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,2,GOOD,GOOD,0,0,55,0,45,0,0,0,NA,0.2,Podarcis in pitfall (released)
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,3,GOOD,GOOD,0,0,20,0,80,0,0,0,NA,0.25,Podarcis in pitfall (dead)
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,4,GOOD,GOOD,0,0,73,0,7,20,0,0,NA,0.2,other=dead
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,5,GOOD,GOOD,0,0,90,2,5,3,0,0,NA,0.1,other=dead
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,6,GOOD,GOOD,0,0,75,0,20,5,0,0,NA,0.2,other=dead
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,7,GOOD,GOOD,0,0,20,0,80,0,0,0,NA,0.35,
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,8,GOOD,GOOD,0,0,85,8,5,2,0,0,NA,0.15,other=dead
Nikouria,NIKOURIA,11-06-14,17:30,09-06-14,15:30,KC; AM,9,GOOD,GOOD,0,0,60,0,40,0,0,0,NA,0.2,
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,1,GOOD,GOOD,5,75,0,20,0,0,0,0,5,0.25,
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,2,GOOD,GOOD,15,0,25,60,0,0,0,0,1.5,0.05,
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,3,GOOD,GOOD,5,40,45,10,0,0,0,0,3,0.1,
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,4,GOOD,GOOD,5,60,15,15,5,0,0,0,6,0.25,live m.k. in pitfall (released)
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,5,GOOD,GOOD,15,80,5,0,0,0,0,0,10,0.15,
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,6,GOOD,GOOD,0,85,15,0,0,0,0,0,25,0.3,live m.k. in pitfall (released)
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,7,GOOD,GOOD,0,70,10,0,0,20,0,0,25,0.2,other=dead; live m.k. in pitfall (released)
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,8,GOOD,GOOD,0,15,85,0,0,0,0,0,40,0.35,
Parthenos,PARTHENOS,19-06-14,10:00,17-06-14,9:30,ZM; AM,9,GOOD,GOOD,0,15,60,0,0,25,0,0,50,0.25,other=dead
Petalida,PETALIDA,NA,NA,NA,NA,NA,1,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Petalida,PETALIDA,NA,NA,NA,NA,NA,2,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Petalida,PETALIDA,NA,NA,NA,NA,NA,3,????,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Petalida,PETALIDA,NA,NA,NA,NA,NA,4,????,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Petalida,PETALIDA,NA,NA,NA,NA,NA,5,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Petalida,PETALIDA,NA,NA,NA,NA,NA,6,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Petalida,PETALIDA,NA,NA,NA,NA,NA,7,????,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Petalida,PETALIDA,NA,NA,NA,NA,NA,8,????,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Petalida,PETALIDA,NA,NA,NA,NA,NA,9,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,1,GOOD,FLAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,2,GOOD,FLAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,3,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,4,LOST,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,5,LOST,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,6,GOOD,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,7,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,8,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Preza,PREZA,NA,NA,NA,NA,NA,9,GOOD,LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,1,GOOD,GOOD,0,30,70,0,0,0,0,0,15,0.2,
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,2,GOOD,GOOD,5,10,85,0,0,0,0,0,15,0.1,
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,3,GOOD,GOOD,15,15,30,40,0,0,0,0,0.1,0.25,
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,4,GOOD,GOOD,3,3,79,15,0,0,0,0,0.25,0.05,
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,5,GOOD,GOOD,20,20,60,0,0,0,0,0,15,0.1,
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,6,GOOD,GOOD,5,15,65,0,0,0,0,15,25,0.15,other=trash; live m.k in pitfall (released)
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,7,GOOD,GOOD,2,15,73,10,0,0,0,0,0.25,0.1,live m.k. in pitfall (released)
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,8,GOOD,GOOD,0,30,70,0,0,0,0,0,1.5,0.1,
Schoinoussa,SCHOINOUSSA,14-06-14,10:30,12-06-14,13:00,ZM; AM,9,GOOD,GOOD,10,5,75,0,0,10,0,0,2,0.15,other=dead
Tigani,TIGANI,NA,NA,NA,NA,NA,1,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Tigani,TIGANI,NA,NA,NA,NA,NA,2,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Tigani,TIGANI,NA,NA,NA,NA,NA,3,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Tigani,TIGANI,NA,NA,NA,NA,NA,4,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Tigani,TIGANI,NA,NA,NA,NA,NA,5,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Tigani,TIGANI,NA,NA,NA,NA,NA,6,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Tigani,TIGANI,NA,NA,NA,NA,NA,7,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Tigani,TIGANI,NA,NA,NA,NA,NA,8,GOOD,FLAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
Tigani,TIGANI,NA,NA,NA,NA,NA,9,GOOD,GOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO METADATA
